kanji,kana,kana_parsed,kana_romaji,hangul,hangul_parsed,hangul_romaja,kana_initial_medial,kana_final,kana_romaji_initial,kana_romaji_medial,kana_romaji_final,hangul_initial,hangul_medial,hangul_final,hangul_romaja_initial,hangul_romaja_medial,hangul_romaja_final,oldkana,かな(初声),かな(中声),かな(終声),한글(初声),한글(中声),한글(終声)
護,ゴ,ゴ,g-o,호,ㅎᅩ,h-o-,ゴ,(none),g,o,(none),ㅎ,ᅩ,(none),h,o,(none),,(04) ガ行(g),(05) オ(o),(01) (none),(03) ㅎ(h),(05) ᅩ(o),(01) (none)
後,ゴ,ゴ,g-o,후,ㅎᅮ,h-u-,ゴ,(none),g,o,(none),ㅎ,ᅮ,(none),h,u,(none),,(04) ガ行(g),(05) オ(o),(01) (none),(03) ㅎ(h),(09) ᅮ(u),(01) (none)
興,ゴ,ゴ,g-o,흥,ㅎᅳㅇ,h-eu-ng,ゴ,(none),g,o,(none),ㅎ,ᅳ,ㅇ,h,eu,ng,きよう,(04) ガ行(g),(05) オ(o),(01) (none),(03) ㅎ(h),(08) ᅳ(eu),(02) ㅇ (ng)
愚,グ,グ,g-u,우,ㅇᅮ,-u-,グ,(none),g,u,(none),ㅇ,ᅮ,(none),(none),u,(none),,(04) ガ行(g),(07) ウ(u),(01) (none),(01) ㅇ,(09) ᅮ(u),(01) (none)
虞,グ,グ,g-u,우,ㅇᅮ,-u-,グ,(none),g,u,(none),ㅇ,ᅮ,(none),(none),u,(none),,(04) ガ行(g),(07) ウ(u),(01) (none),(01) ㅇ,(09) ᅮ(u),(01) (none)
具,グ,グ,g-u,구,ㄱᅮ,g-u-,グ,(none),g,u,(none),ㄱ,ᅮ,(none),g,u,(none),,(04) ガ行(g),(07) ウ(u),(01) (none),(02) ㄱ(g),(09) ᅮ(u),(01) (none)
波,ハ,ハ,h-a,파,ㅍᅡ,p-a-,ハ,(none),h,a,(none),ㅍ,ᅡ,(none),p,a,(none),,(12) ハ行(h),(02) ア(a),(01) (none),(14) ㅍ(p),(03) ᅡ(a),(01) (none)
派,ハ,ハ,h-a,파,ㅍᅡ,p-a-,ハ,(none),h,a,(none),ㅍ,ᅡ,(none),p,a,(none),,(12) ハ行(h),(02) ア(a),(01) (none),(14) ㅍ(p),(03) ᅡ(a),(01) (none)
破,ハ,ハ,h-a,파,ㅍᅡ,p-a-,ハ,(none),h,a,(none),ㅍ,ᅡ,(none),p,a,(none),,(12) ハ行(h),(02) ア(a),(01) (none),(14) ㅍ(p),(03) ᅡ(a),(01) (none)
妃,ヒ,ヒ,h-i,비,ㅂᅵ,b-i-,ヒ,(none),h,i,(none),ㅂ,ᅵ,(none),b,i,(none),,(12) ハ行(h),(10) イ(i),(01) (none),(12) ㅂ(b),(16) ᅵ(i),(01) (none)
婢,ヒ,ヒ,h-i,비,ㅂᅵ,b-i-,ヒ,(none),h,i,(none),ㅂ,ᅵ,(none),b,i,(none),,(12) ハ行(h),(10) イ(i),(01) (none),(12) ㅂ(b),(16) ᅵ(i),(01) (none)
悲,ヒ,ヒ,h-i,비,ㅂᅵ,b-i-,ヒ,(none),h,i,(none),ㅂ,ᅵ,(none),b,i,(none),,(12) ハ行(h),(10) イ(i),(01) (none),(12) ㅂ(b),(16) ᅵ(i),(01) (none)
批,ヒ,ヒ,h-i,비,ㅂᅵ,b-i-,ヒ,(none),h,i,(none),ㅂ,ᅵ,(none),b,i,(none),,(12) ハ行(h),(10) イ(i),(01) (none),(12) ㅂ(b),(16) ᅵ(i),(01) (none)
比,ヒ,ヒ,h-i,비,ㅂᅵ,b-i-,ヒ,(none),h,i,(none),ㅂ,ᅵ,(none),b,i,(none),,(12) ハ行(h),(10) イ(i),(01) (none),(12) ㅂ(b),(16) ᅵ(i),(01) (none)
肥,ヒ,ヒ,h-i,비,ㅂᅵ,b-i-,ヒ,(none),h,i,(none),ㅂ,ᅵ,(none),b,i,(none),,(12) ハ行(h),(10) イ(i),(01) (none),(12) ㅂ(b),(16) ᅵ(i),(01) (none)
脾,ヒ,ヒ,h-i,비,ㅂᅵ,b-i-,ヒ,(none),h,i,(none),ㅂ,ᅵ,(none),b,i,(none),,(12) ハ行(h),(10) イ(i),(01) (none),(12) ㅂ(b),(16) ᅵ(i),(01) (none)
費,ヒ,ヒ,h-i,비,ㅂᅵ,b-i-,ヒ,(none),h,i,(none),ㅂ,ᅵ,(none),b,i,(none),,(12) ハ行(h),(10) イ(i),(01) (none),(12) ㅂ(b),(16) ᅵ(i),(01) (none)
非,ヒ,ヒ,h-i,비,ㅂᅵ,b-i-,ヒ,(none),h,i,(none),ㅂ,ᅵ,(none),b,i,(none),,(12) ハ行(h),(10) イ(i),(01) (none),(12) ㅂ(b),(16) ᅵ(i),(01) (none)
飛,ヒ,ヒ,h-i,비,ㅂᅵ,b-i-,ヒ,(none),h,i,(none),ㅂ,ᅵ,(none),b,i,(none),,(12) ハ行(h),(10) イ(i),(01) (none),(12) ㅂ(b),(16) ᅵ(i),(01) (none)
否,ヒ,ヒ,h-i,부,ㅂᅮ,b-u-,ヒ,(none),h,i,(none),ㅂ,ᅮ,(none),b,u,(none),,(12) ハ行(h),(10) イ(i),(01) (none),(12) ㅂ(b),(09) ᅮ(u),(01) (none)
疲,ヒ,ヒ,h-i,피,ㅍᅵ,p-i-,ヒ,(none),h,i,(none),ㅍ,ᅵ,(none),p,i,(none),,(12) ハ行(h),(10) イ(i),(01) (none),(14) ㅍ(p),(16) ᅵ(i),(01) (none)
皮,ヒ,ヒ,h-i,피,ㅍᅵ,p-i-,ヒ,(none),h,i,(none),ㅍ,ᅵ,(none),p,i,(none),,(12) ハ行(h),(10) イ(i),(01) (none),(14) ㅍ(p),(16) ᅵ(i),(01) (none)
被,ヒ,ヒ,h-i,피,ㅍᅵ,p-i-,ヒ,(none),h,i,(none),ㅍ,ᅵ,(none),p,i,(none),,(12) ハ行(h),(10) イ(i),(01) (none),(14) ㅍ(p),(16) ᅵ(i),(01) (none)
避,ヒ,ヒ,h-i,피,ㅍᅵ,p-i-,ヒ,(none),h,i,(none),ㅍ,ᅵ,(none),p,i,(none),,(12) ハ行(h),(10) イ(i),(01) (none),(14) ㅍ(p),(16) ᅵ(i),(01) (none)
保,ホ,ホ,h-o,보,ㅂᅩ,b-o-,ホ,(none),h,o,(none),ㅂ,ᅩ,(none),b,o,(none),,(12) ハ行(h),(05) オ(o),(01) (none),(12) ㅂ(b),(05) ᅩ(o),(01) (none)
堡,ホ,ホ,h-o,보,ㅂᅩ,b-o-,ホ,(none),h,o,(none),ㅂ,ᅩ,(none),b,o,(none),,(12) ハ行(h),(05) オ(o),(01) (none),(12) ㅂ(b),(05) ᅩ(o),(01) (none)
歩,ホ,ホ,h-o,보,ㅂᅩ,b-o-,ホ,(none),h,o,(none),ㅂ,ᅩ,(none),b,o,(none),,(12) ハ行(h),(05) オ(o),(01) (none),(12) ㅂ(b),(05) ᅩ(o),(01) (none)
甫,ホ,ホ,h-o,보,ㅂᅩ,b-o-,ホ,(none),h,o,(none),ㅂ,ᅩ,(none),b,o,(none),,(12) ハ行(h),(05) オ(o),(01) (none),(12) ㅂ(b),(05) ᅩ(o),(01) (none)
補,ホ,ホ,h-o,보,ㅂᅩ,b-o-,ホ,(none),h,o,(none),ㅂ,ᅩ,(none),b,o,(none),,(12) ハ行(h),(05) オ(o),(01) (none),(12) ㅂ(b),(05) ᅩ(o),(01) (none)
捕,ホ,ホ,h-o,포,ㅍᅩ,p-o-,ホ,(none),h,o,(none),ㅍ,ᅩ,(none),p,o,(none),,(12) ハ行(h),(05) オ(o),(01) (none),(14) ㅍ(p),(05) ᅩ(o),(01) (none)
児,ジ,ジ,j-i,아,ㅇᅡ,-a-,ジ,(none),j,i,(none),ㅇ,ᅡ,(none),(none),a,(none),,(08) ジャ行(j),(10) イ(i),(01) (none),(01) ㅇ,(03) ᅡ(a),(01) (none)
而,ジ,ジ,j-i,이,ㅇᅵ,-i-,ジ,(none),j,i,(none),ㅇ,ᅵ,(none),(none),i,(none),,(08) ジャ行(j),(10) イ(i),(01) (none),(01) ㅇ,(16) ᅵ(i),(01) (none)
耳,ジ,ジ,j-i,이,ㅇᅵ,-i-,ジ,(none),j,i,(none),ㅇ,ᅵ,(none),(none),i,(none),,(08) ジャ行(j),(10) イ(i),(01) (none),(01) ㅇ,(16) ᅵ(i),(01) (none)
次,ジ,ジ,j-i,차,ㅊᅡ,ch-a-,ジ,(none),j,i,(none),ㅊ,ᅡ,(none),ch,a,(none),,(08) ジャ行(j),(10) イ(i),(01) (none),(08) ㅊ(ch),(03) ᅡ(a),(01) (none)
治,ジ,ジ,j-i,치,ㅊᅵ,ch-i-,ジ,(none),j,i,(none),ㅊ,ᅵ,(none),ch,i,(none),ぢ,(08) ジャ行(j),(10) イ(i),(01) (none),(08) ㅊ(ch),(16) ᅵ(i),(01) (none)
子,ジ,ジ,j-i,자,ㅈᅡ,j-a-,ジ,(none),j,i,(none),ㅈ,ᅡ,(none),j,a,(none),,(08) ジャ行(j),(10) イ(i),(01) (none),(06) ㅈ(j),(03) ᅡ(a),(01) (none)
字,ジ,ジ,j-i,자,ㅈᅡ,j-a-,ジ,(none),j,i,(none),ㅈ,ᅡ,(none),j,a,(none),,(08) ジャ行(j),(10) イ(i),(01) (none),(06) ㅈ(j),(03) ᅡ(a),(01) (none)
慈,ジ,ジ,j-i,자,ㅈᅡ,j-a-,ジ,(none),j,i,(none),ㅈ,ᅡ,(none),j,a,(none),,(08) ジャ行(j),(10) イ(i),(01) (none),(06) ㅈ(j),(03) ᅡ(a),(01) (none)
磁,ジ,ジ,j-i,자,ㅈᅡ,j-a-,ジ,(none),j,i,(none),ㅈ,ᅡ,(none),j,a,(none),,(08) ジャ行(j),(10) イ(i),(01) (none),(06) ㅈ(j),(03) ᅡ(a),(01) (none)
自,ジ,ジ,j-i,자,ㅈᅡ,j-a-,ジ,(none),j,i,(none),ㅈ,ᅡ,(none),j,a,(none),,(08) ジャ行(j),(10) イ(i),(01) (none),(06) ㅈ(j),(03) ᅡ(a),(01) (none)
至,ジ,ジ,j-i,지,ㅈᅵ,j-i-,ジ,(none),j,i,(none),ㅈ,ᅵ,(none),j,i,(none),,(08) ジャ行(j),(10) イ(i),(01) (none),(06) ㅈ(j),(16) ᅵ(i),(01) (none)
地,ジ,ジ,j-i,지,ㅈᅵ,j-i-,ジ,(none),j,i,(none),ㅈ,ᅵ,(none),j,i,(none),ぢ,(08) ジャ行(j),(10) イ(i),(01) (none),(06) ㅈ(j),(16) ᅵ(i),(01) (none)
持,ジ,ジ,j-i,지,ㅈᅵ,j-i-,ジ,(none),j,i,(none),ㅈ,ᅵ,(none),j,i,(none),ぢ,(08) ジャ行(j),(10) イ(i),(01) (none),(06) ㅈ(j),(16) ᅵ(i),(01) (none)
事,ジ,ジ,j-i,사,ㅅᅡ,s-a-,ジ,(none),j,i,(none),ㅅ,ᅡ,(none),s,a,(none),,(08) ジャ行(j),(10) イ(i),(01) (none),(05) ㅅ(s),(03) ᅡ(a),(01) (none)
似,ジ,ジ,j-i,사,ㅅᅡ,s-a-,ジ,(none),j,i,(none),ㅅ,ᅡ,(none),s,a,(none),,(08) ジャ行(j),(10) イ(i),(01) (none),(05) ㅅ(s),(03) ᅡ(a),(01) (none)
寺,ジ,ジ,j-i,사,ㅅᅡ,s-a-,ジ,(none),j,i,(none),ㅅ,ᅡ,(none),s,a,(none),,(08) ジャ行(j),(10) イ(i),(01) (none),(05) ㅅ(s),(03) ᅡ(a),(01) (none)
辞,ジ,ジ,j-i,사,ㅅᅡ,s-a-,ジ,(none),j,i,(none),ㅅ,ᅡ,(none),s,a,(none),,(08) ジャ行(j),(10) イ(i),(01) (none),(05) ㅅ(s),(03) ᅡ(a),(01) (none)
璽,ジ,ジ,j-i,새,ㅅᅢ,s-ae-,ジ,(none),j,i,(none),ㅅ,ᅢ,(none),s,ae,(none),,(08) ジャ行(j),(10) イ(i),(01) (none),(05) ㅅ(s),(01) ᅢ(ae),(01) (none)
時,ジ,ジ,j-i,시,ㅅᅵ,s-i-,ジ,(none),j,i,(none),ㅅ,ᅵ,(none),s,i,(none),,(08) ジャ行(j),(10) イ(i),(01) (none),(05) ㅅ(s),(16) ᅵ(i),(01) (none)
示,ジ,ジ,j-i,시,ㅅᅵ,s-i-,ジ,(none),j,i,(none),ㅅ,ᅵ,(none),s,i,(none),,(08) ジャ行(j),(10) イ(i),(01) (none),(05) ㅅ(s),(16) ᅵ(i),(01) (none)
仮,カ,カ,k-a,가,ㄱᅡ,g-a-,カ,(none),k,a,(none),ㄱ,ᅡ,(none),g,a,(none),,(03) カ行(k),(02) ア(a),(01) (none),(02) ㄱ(g),(03) ᅡ(a),(01) (none)
価,カ,カ,k-a,가,ㄱᅡ,g-a-,カ,(none),k,a,(none),ㄱ,ᅡ,(none),g,a,(none),,(03) カ行(k),(02) ア(a),(01) (none),(02) ㄱ(g),(03) ᅡ(a),(01) (none)
加,カ,カ,k-a,가,ㄱᅡ,g-a-,カ,(none),k,a,(none),ㄱ,ᅡ,(none),g,a,(none),,(03) カ行(k),(02) ア(a),(01) (none),(02) ㄱ(g),(03) ᅡ(a),(01) (none)
可,カ,カ,k-a,가,ㄱᅡ,g-a-,カ,(none),k,a,(none),ㄱ,ᅡ,(none),g,a,(none),,(03) カ行(k),(02) ア(a),(01) (none),(02) ㄱ(g),(03) ᅡ(a),(01) (none)
家,カ,カ,k-a,가,ㄱᅡ,g-a-,カ,(none),k,a,(none),ㄱ,ᅡ,(none),g,a,(none),,(03) カ行(k),(02) ア(a),(01) (none),(02) ㄱ(g),(03) ᅡ(a),(01) (none)
架,カ,カ,k-a,가,ㄱᅡ,g-a-,カ,(none),k,a,(none),ㄱ,ᅡ,(none),g,a,(none),,(03) カ行(k),(02) ア(a),(01) (none),(02) ㄱ(g),(03) ᅡ(a),(01) (none)
歌,カ,カ,k-a,가,ㄱᅡ,g-a-,カ,(none),k,a,(none),ㄱ,ᅡ,(none),g,a,(none),,(03) カ行(k),(02) ア(a),(01) (none),(02) ㄱ(g),(03) ᅡ(a),(01) (none)
伽,カ,カ,k-a,가,ㄱᅡ,g-a-,カ,(none),k,a,(none),ㄱ,ᅡ,(none),g,a,(none),きや,(03) カ行(k),(02) ア(a),(01) (none),(02) ㄱ(g),(03) ᅡ(a),(01) (none)
寡,カ,カ,k-a,과,ㄱᅪ,g-wa-,カ,(none),k,a,(none),ㄱ,ᅪ,(none),g,wa,(none),くわ,(03) カ行(k),(02) ア(a),(01) (none),(02) ㄱ(g),(04) ᅪ(wa),(01) (none)
果,カ,カ,k-a,과,ㄱᅪ,g-wa-,カ,(none),k,a,(none),ㄱ,ᅪ,(none),g,wa,(none),ぐわ,(03) カ行(k),(02) ア(a),(01) (none),(02) ㄱ(g),(04) ᅪ(wa),(01) (none)
科,カ,カ,k-a,과,ㄱᅪ,g-wa-,カ,(none),k,a,(none),ㄱ,ᅪ,(none),g,wa,(none),くわ,(03) カ行(k),(02) ア(a),(01) (none),(02) ㄱ(g),(04) ᅪ(wa),(01) (none)
菓,カ,カ,k-a,과,ㄱᅪ,g-wa-,カ,(none),k,a,(none),ㄱ,ᅪ,(none),g,wa,(none),ぐゎ,(03) カ行(k),(02) ア(a),(01) (none),(02) ㄱ(g),(04) ᅪ(wa),(01) (none)
過,カ,カ,k-a,과,ㄱᅪ,g-wa-,カ,(none),k,a,(none),ㄱ,ᅪ,(none),g,wa,(none),くわ,(03) カ行(k),(02) ア(a),(01) (none),(02) ㄱ(g),(04) ᅪ(wa),(01) (none)
下,カ,カ,k-a,하,ㅎᅡ,h-a-,カ,(none),k,a,(none),ㅎ,ᅡ,(none),h,a,(none),,(03) カ行(k),(02) ア(a),(01) (none),(03) ㅎ(h),(03) ᅡ(a),(01) (none)
何,カ,カ,k-a,하,ㅎᅡ,h-a-,カ,(none),k,a,(none),ㅎ,ᅡ,(none),h,a,(none),,(03) カ行(k),(02) ア(a),(01) (none),(03) ㅎ(h),(03) ᅡ(a),(01) (none)
夏,カ,カ,k-a,하,ㅎᅡ,h-a-,カ,(none),k,a,(none),ㅎ,ᅡ,(none),h,a,(none),,(03) カ行(k),(02) ア(a),(01) (none),(03) ㅎ(h),(03) ᅡ(a),(01) (none)
河,カ,カ,k-a,하,ㅎᅡ,h-a-,カ,(none),k,a,(none),ㅎ,ᅡ,(none),h,a,(none),,(03) カ行(k),(02) ア(a),(01) (none),(03) ㅎ(h),(03) ᅡ(a),(01) (none)
荷,カ,カ,k-a,하,ㅎᅡ,h-a-,カ,(none),k,a,(none),ㅎ,ᅡ,(none),h,a,(none),,(03) カ行(k),(02) ア(a),(01) (none),(03) ㅎ(h),(03) ᅡ(a),(01) (none)
化,カ,カ,k-a,화,ㅎᅪ,h-wa-,カ,(none),k,a,(none),ㅎ,ᅪ,(none),h,wa,(none),くわ,(03) カ行(k),(02) ア(a),(01) (none),(03) ㅎ(h),(04) ᅪ(wa),(01) (none)
火,カ,カ,k-a,화,ㅎᅪ,h-wa-,カ,(none),k,a,(none),ㅎ,ᅪ,(none),h,wa,(none),くわ,(03) カ行(k),(02) ア(a),(01) (none),(03) ㅎ(h),(04) ᅪ(wa),(01) (none)
花,カ,カ,k-a,화,ㅎᅪ,h-wa-,カ,(none),k,a,(none),ㅎ,ᅪ,(none),h,wa,(none),くわ,(03) カ行(k),(02) ア(a),(01) (none),(03) ㅎ(h),(04) ᅪ(wa),(01) (none)
華,カ,カ,k-a,화,ㅎᅪ,h-wa-,カ,(none),k,a,(none),ㅎ,ᅪ,(none),h,wa,(none),くわ,(03) カ行(k),(02) ア(a),(01) (none),(03) ㅎ(h),(04) ᅪ(wa),(01) (none)
貨,カ,カ,k-a,화,ㅎᅪ,h-wa-,カ,(none),k,a,(none),ㅎ,ᅪ,(none),h,wa,(none),くわ,(03) カ行(k),(02) ア(a),(01) (none),(03) ㅎ(h),(04) ᅪ(wa),(01) (none)
靴,カ,カ,k-a,화,ㅎᅪ,h-wa-,カ,(none),k,a,(none),ㅎ,ᅪ,(none),h,wa,(none),くわ,(03) カ行(k),(02) ア(a),(01) (none),(03) ㅎ(h),(04) ᅪ(wa),(01) (none)
家,ケ,ケ,k-e,가,ㄱᅡ,g-a-,ケ,(none),k,e,(none),ㄱ,ᅡ,(none),g,a,(none),,(03) カ行(k),(09) エ(e),(01) (none),(02) ㄱ(g),(03) ᅡ(a),(01) (none)
卦,ケ,ケ,k-e,괘,ㄱᅫ,g-wae-,ケ,(none),k,e,(none),ㄱ,ᅫ,(none),g,wae,(none),,(03) カ行(k),(09) エ(e),(01) (none),(02) ㄱ(g),(20) ᅫ(wae),(01) (none)
化,ケ,ケ,k-e,화,ㅎᅪ,h-wa-,ケ,(none),k,e,(none),ㅎ,ᅪ,(none),h,wa,(none),くわ,(03) カ行(k),(09) エ(e),(01) (none),(03) ㅎ(h),(04) ᅪ(wa),(01) (none)
危,キ,キ,k-i,위,ㅇᅱ,-ui-,キ,(none),k,i,(none),ㅇ,ᅱ,(none),(none),ui,(none),,(03) カ行(k),(10) イ(i),(01) (none),(01) ㅇ,(17) ᅴ(ui),(01) (none)
企,キ,キ,k-i,기,ㄱᅵ,g-i-,キ,(none),k,i,(none),ㄱ,ᅵ,(none),g,i,(none),,(03) カ行(k),(10) イ(i),(01) (none),(02) ㄱ(g),(16) ᅵ(i),(01) (none)
基,キ,キ,k-i,기,ㄱᅵ,g-i-,キ,(none),k,i,(none),ㄱ,ᅵ,(none),g,i,(none),,(03) カ行(k),(10) イ(i),(01) (none),(02) ㄱ(g),(16) ᅵ(i),(01) (none)
奇,キ,キ,k-i,기,ㄱᅵ,g-i-,キ,(none),k,i,(none),ㄱ,ᅵ,(none),g,i,(none),,(03) カ行(k),(10) イ(i),(01) (none),(02) ㄱ(g),(16) ᅵ(i),(01) (none)
寄,キ,キ,k-i,기,ㄱᅵ,g-i-,キ,(none),k,i,(none),ㄱ,ᅵ,(none),g,i,(none),,(03) カ行(k),(10) イ(i),(01) (none),(02) ㄱ(g),(16) ᅵ(i),(01) (none)
岐,キ,キ,k-i,기,ㄱᅵ,g-i-,キ,(none),k,i,(none),ㄱ,ᅵ,(none),g,i,(none),,(03) カ行(k),(10) イ(i),(01) (none),(02) ㄱ(g),(16) ᅵ(i),(01) (none)
幾,キ,キ,k-i,기,ㄱᅵ,g-i-,キ,(none),k,i,(none),ㄱ,ᅵ,(none),g,i,(none),,(03) カ行(k),(10) イ(i),(01) (none),(02) ㄱ(g),(16) ᅵ(i),(01) (none)
旗,キ,キ,k-i,기,ㄱᅵ,g-i-,キ,(none),k,i,(none),ㄱ,ᅵ,(none),g,i,(none),,(03) カ行(k),(10) イ(i),(01) (none),(02) ㄱ(g),(16) ᅵ(i),(01) (none)
期,キ,キ,k-i,기,ㄱᅵ,g-i-,キ,(none),k,i,(none),ㄱ,ᅵ,(none),g,i,(none),,(03) カ行(k),(10) イ(i),(01) (none),(02) ㄱ(g),(16) ᅵ(i),(01) (none)
棋,キ,キ,k-i,기,ㄱᅵ,g-i-,キ,(none),k,i,(none),ㄱ,ᅵ,(none),g,i,(none),,(03) カ行(k),(10) イ(i),(01) (none),(02) ㄱ(g),(16) ᅵ(i),(01) (none)
機,キ,キ,k-i,기,ㄱᅵ,g-i-,キ,(none),k,i,(none),ㄱ,ᅵ,(none),g,i,(none),,(03) カ行(k),(10) イ(i),(01) (none),(02) ㄱ(g),(16) ᅵ(i),(01) (none)
気,キ,キ,k-i,기,ㄱᅵ,g-i-,キ,(none),k,i,(none),ㄱ,ᅵ,(none),g,i,(none),,(03) カ行(k),(10) イ(i),(01) (none),(02) ㄱ(g),(16) ᅵ(i),(01) (none)
紀,キ,キ,k-i,기,ㄱᅵ,g-i-,キ,(none),k,i,(none),ㄱ,ᅵ,(none),g,i,(none),,(03) カ行(k),(10) イ(i),(01) (none),(02) ㄱ(g),(16) ᅵ(i),(01) (none)
記,キ,キ,k-i,기,ㄱᅵ,g-i-,キ,(none),k,i,(none),ㄱ,ᅵ,(none),g,i,(none),,(03) カ行(k),(10) イ(i),(01) (none),(02) ㄱ(g),(16) ᅵ(i),(01) (none)
起,キ,キ,k-i,기,ㄱᅵ,g-i-,キ,(none),k,i,(none),ㄱ,ᅵ,(none),g,i,(none),,(03) カ行(k),(10) イ(i),(01) (none),(02) ㄱ(g),(16) ᅵ(i),(01) (none)
飢,キ,キ,k-i,기,ㄱᅵ,g-i-,キ,(none),k,i,(none),ㄱ,ᅵ,(none),g,i,(none),,(03) カ行(k),(10) イ(i),(01) (none),(02) ㄱ(g),(16) ᅵ(i),(01) (none)
騎,キ,キ,k-i,기,ㄱᅵ,g-i-,キ,(none),k,i,(none),ㄱ,ᅵ,(none),g,i,(none),,(03) カ行(k),(10) イ(i),(01) (none),(02) ㄱ(g),(16) ᅵ(i),(01) (none)
帰,キ,キ,k-i,귀,ㄱᅱ,g-ui-,キ,(none),k,i,(none),ㄱ,ᅱ,(none),g,ui,(none),,(03) カ行(k),(10) イ(i),(01) (none),(02) ㄱ(g),(17) ᅴ(ui),(01) (none)
貴,キ,キ,k-i,귀,ㄱᅱ,g-ui-,キ,(none),k,i,(none),ㄱ,ᅱ,(none),g,ui,(none),,(03) カ行(k),(10) イ(i),(01) (none),(02) ㄱ(g),(17) ᅴ(ui),(01) (none)
鬼,キ,キ,k-i,귀,ㄱᅱ,g-ui-,キ,(none),k,i,(none),ㄱ,ᅱ,(none),g,ui,(none),,(03) カ行(k),(10) イ(i),(01) (none),(02) ㄱ(g),(17) ᅴ(ui),(01) (none)
軌,キ,キ,k-i,궤,ㄱᅰ,g-we-,キ,(none),k,i,(none),ㄱ,ᅰ,(none),g,we,(none),,(03) カ行(k),(10) イ(i),(01) (none),(02) ㄱ(g),(19) ᅰ(we),(01) (none)
季,キ,キ,k-i,계,ㄱᅨ,g-ye-,キ,(none),k,i,(none),ㄱ,ᅨ,(none),g,ye,(none),,(03) カ行(k),(10) イ(i),(01) (none),(02) ㄱ(g),(15) ᅨ(ye),(01) (none)
規,キ,キ,k-i,규,ㄱᅲ,g-yu-,キ,(none),k,i,(none),ㄱ,ᅲ,(none),g,yu,(none),,(03) カ行(k),(10) イ(i),(01) (none),(02) ㄱ(g),(10) ᅲ(yu),(01) (none)
墟,キ,キ,k-i,허,ㅎᅥ,h-eo-,キ,(none),k,i,(none),ㅎ,ᅥ,(none),h,eo,(none),きよ,(03) カ行(k),(10) イ(i),(01) (none),(03) ㅎ(h),(11) ᅥ(eo),(01) (none)
揮,キ,キ,k-i,휘,ㅎᅱ,h-ui-,キ,(none),k,i,(none),ㅎ,ᅱ,(none),h,ui,(none),,(03) カ行(k),(10) イ(i),(01) (none),(03) ㅎ(h),(17) ᅴ(ui),(01) (none)
輝,キ,キ,k-i,휘,ㅎᅱ,h-ui-,キ,(none),k,i,(none),ㅎ,ᅱ,(none),h,ui,(none),,(03) カ行(k),(10) イ(i),(01) (none),(03) ㅎ(h),(17) ᅴ(ui),(01) (none)
喜,キ,キ,k-i,희,ㅎᅴ,h-wi-,キ,(none),k,i,(none),ㅎ,ᅴ,(none),h,wi,(none),,(03) カ行(k),(10) イ(i),(01) (none),(03) ㅎ(h),(18) ᅱ(wi),(01) (none)
希,キ,キ,k-i,희,ㅎᅴ,h-wi-,キ,(none),k,i,(none),ㅎ,ᅴ,(none),h,wi,(none),,(03) カ行(k),(10) イ(i),(01) (none),(03) ㅎ(h),(18) ᅱ(wi),(01) (none)
黄,キ,キ,k-i,황,ㅎᅪㅇ,h-wa-ng,キ,(none),k,i,(none),ㅎ,ᅪ,ㅇ,h,wa,ng,わう,(03) カ行(k),(10) イ(i),(01) (none),(03) ㅎ(h),(04) ᅪ(wa),(02) ㅇ (ng)
個,コ,コ,k-o,개,ㄱᅢ,g-ae-,コ,(none),k,o,(none),ㄱ,ᅢ,(none),g,ae,(none),,(03) カ行(k),(05) オ(o),(01) (none),(02) ㄱ(g),(01) ᅢ(ae),(01) (none)
去,コ,コ,k-o,거,ㄱᅥ,g-eo-,コ,(none),k,o,(none),ㄱ,ᅥ,(none),g,eo,(none),きよ,(03) カ行(k),(05) オ(o),(01) (none),(02) ㄱ(g),(11) ᅥ(eo),(01) (none)
拠,コ,コ,k-o,거,ㄱᅥ,g-eo-,コ,(none),k,o,(none),ㄱ,ᅥ,(none),g,eo,(none),きよ,(03) カ行(k),(05) オ(o),(01) (none),(02) ㄱ(g),(11) ᅥ(eo),(01) (none)
己,コ,コ,k-o,기,ㄱᅵ,g-i-,コ,(none),k,o,(none),ㄱ,ᅵ,(none),g,i,(none),,(03) カ行(k),(05) オ(o),(01) (none),(02) ㄱ(g),(16) ᅵ(i),(01) (none)
古,コ,コ,k-o,고,ㄱᅩ,g-o-,コ,(none),k,o,(none),ㄱ,ᅩ,(none),g,o,(none),,(03) カ行(k),(05) オ(o),(01) (none),(02) ㄱ(g),(05) ᅩ(o),(01) (none)
固,コ,コ,k-o,고,ㄱᅩ,g-o-,コ,(none),k,o,(none),ㄱ,ᅩ,(none),g,o,(none),,(03) カ行(k),(05) オ(o),(01) (none),(02) ㄱ(g),(05) ᅩ(o),(01) (none)
孤,コ,コ,k-o,고,ㄱᅩ,g-o-,コ,(none),k,o,(none),ㄱ,ᅩ,(none),g,o,(none),,(03) カ行(k),(05) オ(o),(01) (none),(02) ㄱ(g),(05) ᅩ(o),(01) (none)
庫,コ,コ,k-o,고,ㄱᅩ,g-o-,コ,(none),k,o,(none),ㄱ,ᅩ,(none),g,o,(none),,(03) カ行(k),(05) オ(o),(01) (none),(02) ㄱ(g),(05) ᅩ(o),(01) (none)
